0	0
0	1
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	14
0	15
0	16
0	17
0	18
0	19
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	28
0	29
0	30
0	31
0	33
0	34
0	35
0	36
0	37
0	38
0	39
0	42
0	43
0	46
0	47
0	48
0	49
0	51
0	52
0	54
0	55
0	56
0	58
0	59
0	60
0	61
0	62
0	63
0	64
0	65
0	66
0	67
0	70
0	71
0	74
0	75
0	76
0	77
0	78
0	79
0	81
0	82
0	83
0	88
0	89
0	90
0	93
0	95
0	98
0	99
0	100
0	102
0	103
0	104
0	105
0	106
0	107
0	108
0	109
0	110
0	111
0	113
0	114
0	116
0	119
0	120
0	122
0	124
0	125
0	128
0	129
0	130
0	131
0	132
0	133
0	134
0	135
0	136
0	138
0	139
0	140
0	141
0	142
0	143
0	144
0	145
0	146
0	148
0	151
0	152
0	153
0	154
0	155
0	156
0	157
0	158
0	159
0	161
0	162
0	163
0	164
0	167
0	168
0	169
0	170
0	171
0	172
0	173
0	174
0	175
0	176
0	177
0	179
0	180
0	181
0	182
0	184
0	185
0	186
0	189
0	190
0	191
0	192
0	193
0	195
0	196
0	198
0	199
0	200
0	202
0	203
0	204
0	206
0	208
0	209
0	210
0	212
0	213
0	215
0	217
0	218
0	219
0	220
0	221
0	222
0	223
0	227
0	228
0	229
0	230
0	231
0	232
0	233
0	234
0	235
0	236
0	237
0	238
0	239
0	241
0	242
0	243
0	244
0	245
0	246
0	247
0	248
0	249
0	250
0	251
0	253
0	254
0	255
0	258
0	260
0	261
0	263
0	264
0	265
0	266
0	267
0	268
0	270
0	271
0	272
0	273
0	274
0	275
0	276
0	277
0	279
0	280
0	281
0	285
0	286
0	288
0	289
0	290
0	291
0	292
0	293
0	294
0	295
0	296
0	297
0	298
0	300
0	301
0	302
0	303
0	304
0	305
0	306
0	307
0	308
0	309
0	310
0	311
0	312
0	313
0	314
0	315
0	316
0	319
0	320
0	322
0	323
0	324
0	325
0	326
0	327
0	328
0	331
0	332
0	333
0	334
0	335
0	337
0	341
0	342
0	344
0	345
0	347
0	350
0	354
0	355
0	357
0	358
0	361
0	362
0	363
0	364
0	365
0	366
0	367
0	368
0	369
0	371
0	372
0	374
0	375
0	376
0	377
0	378
0	381
0	384
0	385
0	389
0	390
0	391
0	392
0	394
0	395
0	397
0	398
0	399
0	401
0	402
0	405
0	406
0	407
0	408
0	409
0	411
0	412
0	413
0	414
0	415
0	416
0	417
0	419
0	422
0	423
0	424
0	425
0	426
0	427
0	429
0	432
0	433
0	434
0	436
0	437
0	438
0	439
0	440
0	443
0	444
0	445
0	447
0	448
0	449
0	453
0	456
0	457
0	458
0	459
0	460
0	461
0	463
0	464
0	465
0	467
0	469
0	470
0	471
0	472
0	473
0	474
0	476
0	477
0	478
0	480
0	481
0	484
0	485
0	486
0	488
0	489
0	490
1	1
1	2
1	3
1	5
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	33
1	34
1	35
1	36
1	37
1	38
1	39
1	42
1	43
1	46
1	47
1	48
1	49
1	51
1	52
1	54
1	55
1	56
1	58
1	59
1	60
1	61
1	62
1	63
1	64
1	65
1	66
1	67
1	70
1	71
1	74
1	75
1	76
1	77
1	78
1	79
1	81
1	82
1	83
1	89
1	90
1	93
1	95
1	98
1	99
1	100
1	102
1	103
1	104
1	105
1	106
1	107
1	108
1	109
1	110
1	111
1	113
1	114
1	116
1	119
1	120
1	122
1	124
1	125
1	128
1	129
1	130
1	131
1	132
1	133
1	134
1	135
1	136
1	138
1	139
1	140
1	141
1	142
1	143
1	144
1	145
1	146
1	148
1	151
1	152
1	153
1	154
1	155
1	156
1	157
1	158
1	159
1	160
1	161
1	162
1	163
1	164
1	167
1	168
1	169
1	170
1	171
1	172
1	173
1	174
1	175
1	176
1	177
1	178
1	179
1	180
1	181
1	182
1	184
1	185
1	186
1	189
1	190
1	191
1	192
1	193
1	195
1	196
1	198
1	199
1	200
1	202
1	203
1	204
1	206
1	208
1	209
1	210
1	212
1	213
1	215
1	217
1	218
1	219
1	220
1	221
1	222
1	223
1	225
1	227
1	228
1	229
1	230
1	231
1	232
1	233
1	234
1	235
1	236
1	237
1	238
1	239
